"Pathway"
"REACTOME_CELLULAR_RESPONSES_TO_STIMULI"
"REACTOME_L1CAM_INTERACTIONS"
"KEGG_MAPK_SIGNALING_PATHWAY"
"KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION"
"REACTOME_INTERFERON_SIGNALING"
"REACTOME_CELLULAR_SENESCENCE"
"REACTOME_NGF_STIMULATED_TRANSCRIPTION"
"REACTOME_INTERFERON_ALPHA_BETA_SIGNALING"
"REACTOME_NEURONAL_SYSTEM"
"REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"
"REACTOME_INFECTIOUS_DISEASE"
"REACTOME_ESR_MEDIATED_SIGNALING"
"REACTOME_MUSCLE_CONTRACTION"
"REACTOME_NERVOUS_SYSTEM_DEVELOPMENT"
"REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS"
"REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION"
"REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION"
"REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES"
"REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS"
"REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION"
"REACTOME_INTERFERON_GAMMA_SIGNALING"
"REACTOME_TOLL_LIKE_RECEPTOR_CASCADES"
"REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"
"KEGG_VIRAL_MYOCARDITIS"
"REACTOME_LEISHMANIA_INFECTION"
"REACTOME_SARS_COV_INFECTIONS"
"REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION"
"REACTOME_RHO_GTPASES_ACTIVATE_FORMINS"
"REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE"
"KEGG_DILATED_CARDIOMYOPATHY"
"REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION"
"KEGG_ALLOGRAFT_REJECTION"
"KEGG_GRAFT_VERSUS_HOST_DISEASE"
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53"
"REACTOME_HEMOSTASIS"
"REACTOME_SIGNALING_BY_NOTCH"
"REACTOME_MEMBRANE_TRAFFICKING"
"REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"
"KEGG_LEISHMANIA_INFECTION"
"KEGG_TYPE_I_DIABETES_MELLITUS"
"REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING"
"KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM"
"REACTOME_SEPARATION_OF_SISTER_CHROMATIDS"
"REACTOME_SARS_COV_2_INFECTION"
"REACTOME_VESICLE_MEDIATED_TRANSPORT"
"KEGG_AUTOIMMUNE_THYROID_DISEASE"
