"Pathway"
"REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"REACTOME_CELLULAR_RESPONSES_TO_STIMULI"
"REACTOME_INFECTIOUS_DISEASE"
"REACTOME_INNATE_IMMUNE_SYSTEM"
"REACTOME_NEUTROPHIL_DEGRANULATION"
"REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"REACTOME_INTERFERON_SIGNALING"
"REACTOME_DEVELOPMENTAL_BIOLOGY"
"REACTOME_HEMOSTASIS"
"REACTOME_SARS_COV_INFECTIONS"
"REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS"
"REACTOME_ESR_MEDIATED_SIGNALING"
"REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION"
"REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES"
"REACTOME_NERVOUS_SYSTEM_DEVELOPMENT"
"KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION"
"KEGG_MAPK_SIGNALING_PATHWAY"
"REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION"
"REACTOME_MEMBRANE_TRAFFICKING"
"REACTOME_METABOLISM_OF_LIPIDS"
"REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"
"KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION"
"REACTOME_AUTOPHAGY"
"REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS"
"REACTOME_SIGNALING_BY_INTERLEUKINS"
"REACTOME_LEISHMANIA_INFECTION"
"REACTOME_VESICLE_MEDIATED_TRANSPORT"
"KEGG_PATHWAYS_IN_CANCER"
"REACTOME_MITOTIC_G2_G2_M_PHASES"
"REACTOME_MITOTIC_PROMETAPHASE"
"REACTOME_NEURONAL_SYSTEM"
"REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION"
"REACTOME_RHO_GTPASE_CYCLE"
"KEGG_ENDOCYTOSIS"
"REACTOME_MUSCLE_CONTRACTION"
"REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING"
"REACTOME_L1CAM_INTERACTIONS"
"REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION"
"REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES"
"REACTOME_PEPTIDE_HORMONE_METABOLISM"
"REACTOME_TOLL_LIKE_RECEPTOR_CASCADES"
"KEGG_TYPE_I_DIABETES_MELLITUS"
"REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION"
"REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION"
"REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION"
"REACTOME_TRANSPORT_OF_SMALL_MOLECULES"
"REACTOME_CELL_CYCLE_MITOTIC"
"REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION"
"REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"
"REACTOME_M_PHASE"
"REACTOME_CELL_CYCLE"
"REACTOME_INTERFERON_ALPHA_BETA_SIGNALING"
"KEGG_CELL_ADHESION_MOLECULES_CAMS"
"REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS"
"REACTOME_RHO_GTPASE_EFFECTORS"
"REACTOME_SIGNALING_BY_VEGF"
"REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION"
"REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL"
"REACTOME_NGF_STIMULATED_TRANSCRIPTION"
"REACTOME_RHO_GTPASES_ACTIVATE_FORMINS"
"REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"
"REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2"
"REACTOME_SIGNALING_BY_NTRKS"
"REACTOME_CELLULAR_SENESCENCE"
"REACTOME_SENSORY_PERCEPTION"
"REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE"
"REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION"
"REACTOME_SARS_COV_2_INFECTION"
"KEGG_CALCIUM_SIGNALING_PATHWAY"
"REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"
"KEGG_FOCAL_ADHESION"
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53"
"KEGG_VIRAL_MYOCARDITIS"
"REACTOME_INTERFERON_GAMMA_SIGNALING"
"REACTOME_GPCR_LIGAND_BINDING"
"KEGG_LEISHMANIA_INFECTION"
"REACTOME_SIGNALING_BY_GPCR"
"KEGG_REGULATION_OF_ACTIN_CYTOSKELETON"
"REACTOME_G_ALPHA_S_SIGNALLING_EVENTS"
"REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS"
"REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION"
"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION"
"REACTOME_SEPARATION_OF_SISTER_CHROMATIDS"
"KEGG_DILATED_CARDIOMYOPATHY"
"REACTOME_CELL_CELL_COMMUNICATION"
"REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL"
"REACTOME_PROGRAMMED_CELL_DEATH"
"REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS"
"REACTOME_SIGNALING_BY_NOTCH"
"KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM"
"REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS"
"REACTOME_AMYLOID_FIBER_FORMATION"
"REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES"
"KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY"
"REACTOME_FATTY_ACID_METABOLISM"
"REACTOME_G_ALPHA_I_SIGNALLING_EVENTS"
"REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE"
"KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY"
"REACTOME_FOXO_MEDIATED_TRANSCRIPTION"
