"Pathway"
"REACTOME_INFECTIOUS_DISEASE"
"REACTOME_CELLULAR_RESPONSES_TO_STIMULI"
"REACTOME_SARS_COV_INFECTIONS"
"REACTOME_NERVOUS_SYSTEM_DEVELOPMENT"
"REACTOME_DEVELOPMENTAL_BIOLOGY"
"REACTOME_SARS_COV_2_INFECTION"
"REACTOME_INNATE_IMMUNE_SYSTEM"
"REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES"
"REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION"
"KEGG_CELL_ADHESION_MOLECULES_CAMS"
"REACTOME_HEMOSTASIS"
"REACTOME_NEUTROPHIL_DEGRANULATION"
"REACTOME_ESR_MEDIATED_SIGNALING"
"KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION"
"REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS"
"REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION"
"REACTOME_INTERFERON_SIGNALING"
"REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES"
"REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION"
"REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL"
"REACTOME_VESICLE_MEDIATED_TRANSPORT"
"REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL"
"KEGG_MAPK_SIGNALING_PATHWAY"
"REACTOME_LEISHMANIA_INFECTION"
"REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION"
"REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS"
"KEGG_PATHWAYS_IN_CANCER"
"REACTOME_MEMBRANE_TRAFFICKING"
"REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS"
"REACTOME_SIGNALING_BY_GPCR"
"REACTOME_NGF_STIMULATED_TRANSCRIPTION"
"KEGG_TYPE_I_DIABETES_MELLITUS"
"REACTOME_PEPTIDE_HORMONE_METABOLISM"
"REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"
"REACTOME_SIGNALING_BY_INTERLEUKINS"
"REACTOME_NEURONAL_SYSTEM"
"REACTOME_TRANSPORT_OF_SMALL_MOLECULES"
"KEGG_ENDOCYTOSIS"
"REACTOME_SIGNALING_BY_NTRKS"
"REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"
"REACTOME_G_ALPHA_S_SIGNALLING_EVENTS"
"REACTOME_GPCR_LIGAND_BINDING"
"REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING"
"REACTOME_AUTOPHAGY"
"REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS"
"REACTOME_METABOLISM_OF_LIPIDS"
"REACTOME_RHO_GTPASE_CYCLE"
"REACTOME_SIGNALING_BY_NOTCH"
"REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION"
"REACTOME_CELLULAR_SENESCENCE"
"REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION"
"REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES"
"REACTOME_L1CAM_INTERACTIONS"
