"X600","X840","X1080","X1320","X1560","X1800"
0.357142857142857,0.333333333333333,0.2,0.0909090909090909,0.166666666666667,0.0909090909090909
0.4,0.222222222222222,0.2,0,0.111111111111111,0
0.363636363636364,0.272727272727273,0,0,0,0
0.411764705882353,0.307692307692308,0.2,0,0,0
0.272727272727273,0.272727272727273,0,0.181818181818182,0.25,0.166666666666667
0.25,0.25,0.272727272727273,0.181818181818182,0,0.1
0.166666666666667,0.0909090909090909,0.166666666666667,0.166666666666667,0.0909090909090909,0.0909090909090909
0.272727272727273,0.272727272727273,0.1,0.111111111111111,0.25,0.0909090909090909
0.307692307692308,0.357142857142857,0.357142857142857,0.307692307692308,0.1,0.1
0.357142857142857,0.1,0.181818181818182,0,0,0
0.470588235294118,0.222222222222222,0.125,0.125,0.111111111111111,0
0.2,0.357142857142857,0.285714285714286,0.285714285714286,0.111111111111111,0.333333333333333
0.333333333333333,0.285714285714286,0.166666666666667,0.166666666666667,0.1,0.1
0.384615384615385,0.357142857142857,0.357142857142857,0,0.166666666666667,0
0.363636363636364,0.272727272727273,0.1,0,0.1,0.181818181818182
0.428571428571429,0.333333333333333,0.333333333333333,0.2,0.1,0.1
0.5,0.416666666666667,0.2,0.166666666666667,0.181818181818182,0
0.307692307692308,0.1,0.0909090909090909,0,0,0.166666666666667
0.384615384615385,0.181818181818182,0.333333333333333,0.2,0.0909090909090909,0.111111111111111
0.4375,0.166666666666667,0.285714285714286,0.166666666666667,0.285714285714286,0.166666666666667
0.454545454545455,0.3,0.2,0.1,0,0
0.466666666666667,0.272727272727273,0.333333333333333,0.1,0.0909090909090909,0
0.461538461538462,0.363636363636364,0.3,0.384615384615385,0.272727272727273,0
0.5,0.2,0.2,0.181818181818182,0.2,0
0.357142857142857,0.307692307692308,0.285714285714286,0,0.0909090909090909,0.0909090909090909
0.333333333333333,0.25,0.307692307692308,0.25,0.1,0.181818181818182
0.384615384615385,0.428571428571429,0.384615384615385,0.272727272727273,0.333333333333333,0.357142857142857
0.428571428571429,0.2,0.2,0.272727272727273,0.1,0.111111111111111
0.5,0.307692307692308,0.166666666666667,0.1,0.333333333333333,0.166666666666667
0.588235294117647,0.333333333333333,0.307692307692308,0.181818181818182,0.181818181818182,0.181818181818182
