"Pathway"
"REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"REACTOME_SIGNALING_BY_INTERLEUKINS"
"REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING"
"REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING"
"REACTOME_TOLL_LIKE_RECEPTOR_CASCADES"
"REACTOME_METABOLISM_OF_LIPIDS"
"KEGG_HEMATOPOIETIC_CELL_LINEAGE"
"REACTOME_CELLULAR_RESPONSES_TO_STIMULI"
"REACTOME_INTERLEUKIN_10_SIGNALING"
"KEGG_ECM_RECEPTOR_INTERACTION"
"REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS"
"REACTOME_ESR_MEDIATED_SIGNALING"
"REACTOME_CELL_CYCLE"
"REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS"
"REACTOME_FCGR_ACTIVATION"
"REACTOME_PARASITE_INFECTION"
"REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES"
"REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2"
"REACTOME_INFECTIOUS_DISEASE"
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1"
"KEGG_SMALL_CELL_LUNG_CANCER"
"REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION"
"REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS"
"REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS"
"REACTOME_SENSORY_PERCEPTION"
