"Pathway"
"REACTOME_NERVOUS_SYSTEM_DEVELOPMENT"
"REACTOME_DISEASES_OF_METABOLISM"
"REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS"
"REACTOME_DEVELOPMENTAL_BIOLOGY"
"KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM"
"KEGG_CELL_ADHESION_MOLECULES_CAMS"
"KEGG_DILATED_CARDIOMYOPATHY"
"REACTOME_NCAM1_INTERACTIONS"
"REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH"
"KEGG_REGULATION_OF_ACTIN_CYTOSKELETON"
"KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC"
"REACTOME_L1CAM_INTERACTIONS"
"REACTOME_DISEASES_OF_GLYCOSYLATION"
"REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"
"REACTOME_SIGNALING_BY_WNT"
"REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS"
"REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS"
"REACTOME_SARS_COV_INFECTIONS"
"REACTOME_INFECTIOUS_DISEASE"
"REACTOME_POTENTIAL_THERAPEUTICS_FOR_SARS"
"REACTOME_ECM_PROTEOGLYCANS"
"REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2"
"REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS"
"REACTOME_SIGNALING_BY_PDGF"
"REACTOME_METABOLISM_OF_LIPIDS"
"REACTOME_RHO_GTPASE_CYCLE"
"REACTOME_CELLULAR_RESPONSES_TO_STIMULI"
"REACTOME_ESR_MEDIATED_SIGNALING"
"REACTOME_RHO_GTPASE_EFFECTORS"
"REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION"
"REACTOME_AMYLOID_FIBER_FORMATION"
"REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS"
"REACTOME_SENSORY_PERCEPTION"
"REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE"
"REACTOME_KERATINIZATION"
"REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS"
