"Pathway"
"REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION"
"REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION"
"REACTOME_L1CAM_INTERACTIONS"
"KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION"
"REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION"
"REACTOME_RHO_GTPASES_ACTIVATE_FORMINS"
"REACTOME_MITOTIC_G2_G2_M_PHASES"
"REACTOME_ESR_MEDIATED_SIGNALING"
"REACTOME_MEMBRANE_TRAFFICKING"
"REACTOME_SEPARATION_OF_SISTER_CHROMATIDS"
"KEGG_TYPE_I_DIABETES_MELLITUS"
"REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES"
"REACTOME_MITOTIC_PROMETAPHASE"
"REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE"
"REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION"
"REACTOME_M_PHASE"
"REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"
"REACTOME_RHO_GTPASE_EFFECTORS"
"REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS"
"KEGG_AUTOIMMUNE_THYROID_DISEASE"
"KEGG_ALLOGRAFT_REJECTION"
"REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"
"KEGG_GRAFT_VERSUS_HOST_DISEASE"
"REACTOME_INTERFERON_GAMMA_SIGNALING"
"REACTOME_LEISHMANIA_INFECTION"
"REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"
"REACTOME_NGF_STIMULATED_TRANSCRIPTION"
"REACTOME_INFECTIOUS_DISEASE"
"REACTOME_CELLULAR_RESPONSES_TO_STIMULI"
"REACTOME_NERVOUS_SYSTEM_DEVELOPMENT"
