"X0","X0.5","X1","X1.5","X2","X3"
0,3,0,0,0,0
1,1,1,2,1,0
0,0,0,0,0,0
0,10,10,10,11,10
0,13,17,18,18,17
0,2,3,0,0,0
0,0,0,0,0,0
1,2,3,6,6,6
1,0,0,0,0,0
0,3,2,2,3,3
0,3,3,3,1,0
0,3,4,3,2,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,12,8,7,8,9
0,1,1,5,6,5
0,5,6,6,4,4
0,1,2,3,2,2
0,6,8,8,8,7
2,4,5,5,5,5
0,0,0,0,0,0
0,0,0,0,1,3
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,1,1,1
0,11,16,17,17,14
0,9,8,7,7,7
0,0,0,0,4,1
0,2,3,0,2,1
