"X0","X2","X4","X6","X8","X10"
0.80952380952381,0.909090909090909,0.91304347826087,0.888888888888889,0.842105263157895,0.80952380952381
0.80952380952381,1,0.80952380952381,0.925925925925926,0.91304347826087,0.85
0.904761904761905,0.9,0.944444444444444,1,0.875,0.916666666666667
0.789473684210526,0.944444444444444,0.833333333333333,0.863636363636364,0.909090909090909,0.9375
0.894736842105263,0.818181818181818,0.882352941176471,0.875,0.875,0.888888888888889
0.909090909090909,1,0.8125,0.826086956521739,0.894736842105263,0.894736842105263
0.777777777777778,0.958333333333333,0.666666666666667,0.869565217391304,0.736842105263158,0.842105263157895
0.904761904761905,0.894736842105263,1,0.888888888888889,0.95,0.904761904761905
0.92,0.95,0.826086956521739,0.954545454545455,0.863636363636364,0.952380952380952
0.947368421052632,0.882352941176471,0.9,0.947368421052632,0.75,0.941176470588235
0.92,0.777777777777778,0.80952380952381,0.842105263157895,0.8,0.888888888888889
0.85,0.909090909090909,0.818181818181818,0.882352941176471,0.954545454545455,0.888888888888889
0.95,0.777777777777778,0.88,0.888888888888889,0.9,0.888888888888889
0.8125,0.909090909090909,0.894736842105263,0.95,0.869565217391304,1
1,0.818181818181818,0.823529411764706,0.80952380952381,0.952380952380952,0.944444444444444
0.8,0.904761904761905,0.894736842105263,0.91304347826087,0.9375,0.956521739130435
0.933333333333333,0.941176470588235,0.947368421052632,0.944444444444444,0.875,0.882352941176471
0.842105263157895,0.75,1,0.722222222222222,0.909090909090909,0.909090909090909
0.8,0.857142857142857,0.9,0.9,0.9375,0.80952380952381
0.9375,0.947368421052632,0.866666666666667,0.894736842105263,0.954545454545455,0.947368421052632
0.894736842105263,0.944444444444444,0.95,0.85,0.85,0.842105263157895
0.875,0.818181818181818,0.863636363636364,0.933333333333333,0.956521739130435,0.9375
0.956521739130435,0.91304347826087,0.95,0.833333333333333,0.8,1
0.85,0.904761904761905,0.9,0.916666666666667,0.875,0.944444444444444
0.75,0.894736842105263,0.789473684210526,0.9,0.954545454545455,0.882352941176471
0.884615384615385,0.85,0.9,1,0.941176470588235,0.888888888888889
0.956521739130435,0.933333333333333,0.842105263157895,0.958333333333333,0.904761904761905,1
0.95,0.944444444444444,0.941176470588235,0.875,0.888888888888889,0.888888888888889
0.9,0.947368421052632,0.833333333333333,0.888888888888889,1,0.944444444444444
0.789473684210526,0.941176470588235,1,1,0.85,1
