Pathway
REACTOME_RHO_GTPASE_EFFECTORS
REACTOME_RHO_GTPASES_ACTIVATE_FORMINS
REACTOME_M_PHASE
REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3
REACTOME_SEPARATION_OF_SISTER_CHROMATIDS
REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE
REACTOME_MITOTIC_PROMETAPHASE
REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION
REACTOME_MEMBRANE_TRAFFICKING
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION
REACTOME_VESICLE_MEDIATED_TRANSPORT
REACTOME_CELL_CYCLE_MITOTIC
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION
REACTOME_MITOTIC_G2_G2_M_PHASES
REACTOME_CELL_CYCLE
REACTOME_HEMOSTASIS
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION
REACTOME_LEISHMANIA_INFECTION
REACTOME_INFECTIOUS_DISEASE
REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS
KEGG_TYPE_I_DIABETES_MELLITUS
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION
REACTOME_ESR_MEDIATED_SIGNALING
REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION
REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION
KEGG_GRAFT_VERSUS_HOST_DISEASE
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT
KEGG_ALLOGRAFT_REJECTION
KEGG_AUTOIMMUNE_THYROID_DISEASE
KEGG_CALCIUM_SIGNALING_PATHWAY
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION
REACTOME_CELLULAR_RESPONSES_TO_STIMULI
REACTOME_RHO_GTPASE_CYCLE
REACTOME_L1CAM_INTERACTIONS
KEGG_ASTHMA
REACTOME_INTERFERON_GAMMA_SIGNALING
KEGG_TIGHT_JUNCTION
REACTOME_COLLAGEN_DEGRADATION
KEGG_CELL_ADHESION_MOLECULES_CAMS
REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY
REACTOME_SIGNALING_BY_NOTCH
REACTOME_PEPTIDE_HORMONE_METABOLISM
REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT
REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING
REACTOME_TOLL_LIKE_RECEPTOR_CASCADES
REACTOME_MUSCLE_CONTRACTION
REACTOME_SIGNALING_BY_WNT
KEGG_PATHWAYS_IN_CANCER
REACTOME_MAPK_FAMILY_SIGNALING_CASCADES
REACTOME_INTERFERON_SIGNALING
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2
REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION
