"X6","X8","X10","X12","X14","X16"
0.142857142857143,0.111111111111111,0.111111111111111,0.166666666666667,0.181818181818182,0.266666666666667
0.166666666666667,0,0.125,0.230769230769231,0.25,0.142857142857143
0.142857142857143,0.2,0,0.25,0.307692307692308,0.142857142857143
0.142857142857143,0.111111111111111,0,0.0833333333333334,0.25,0.266666666666667
0.142857142857143,0.111111111111111,0.1,0,0.0769230769230769,0.0625
0.285714285714286,0.222222222222222,0.25,0.166666666666667,0.3125,0.2
0.25,0.2,0.166666666666667,0.214285714285714,0.153846153846154,0.352941176470588
0,0.2,0,0.214285714285714,0.235294117647059,0.133333333333333
0,0.111111111111111,0,0.0769230769230769,0.0769230769230769,0
0.25,0,0,0.0833333333333334,0.0833333333333334,0.142857142857143
0.142857142857143,0.111111111111111,0.2,0.0833333333333334,0.0909090909090909,0.0769230769230769
0.142857142857143,0.2,0.2,0.153846153846154,0.0909090909090909,0.0714285714285714
0.142857142857143,0.111111111111111,0.1,0.166666666666667,0,0
0.333333333333333,0.272727272727273,0.0909090909090909,0.266666666666667,0.333333333333333,0.142857142857143
0,0,0.111111111111111,0.1,0.2,0.142857142857143
0.25,0.25,0.181818181818182,0.166666666666667,0.0833333333333334,0.0769230769230769
0.285714285714286,0,0.222222222222222,0.166666666666667,0.266666666666667,0.0714285714285714
0,0,0,0,0.266666666666667,0.230769230769231
0.454545454545455,0.142857142857143,0.3,0,0.0909090909090909,0.166666666666667
0.142857142857143,0.125,0.230769230769231,0.166666666666667,0,0.333333333333333
0.142857142857143,0.111111111111111,0.1,0.1,0,0.142857142857143
0.333333333333333,0.3,0,0,0.0833333333333334,0.125
0.25,0.111111111111111,0.307692307692308,0,0.142857142857143,0
0.333333333333333,0.363636363636364,0.111111111111111,0.153846153846154,0.230769230769231,0.0909090909090909
0,0.111111111111111,0.285714285714286,0.142857142857143,0,0.0714285714285714
0.142857142857143,0.222222222222222,0.25,0.1,0,0
0.25,0.222222222222222,0.25,0.307692307692308,0.0714285714285714,0.0769230769230769
0.285714285714286,0.222222222222222,0.1,0.0833333333333334,0.142857142857143,0
0.4,0.111111111111111,0.0909090909090909,0.142857142857143,0.0714285714285714,0
0.166666666666667,0.125,0.181818181818182,0.1,0.357142857142857,0.375
