"X6","X8","X10","X12","X14","X16"
1,1,0.8,0.833333333333333,0.642857142857143,0.6875
0.833333333333333,0.875,0.7,0.833333333333333,0.642857142857143,0.75
1,1,1,0.75,0.642857142857143,0.75
1,1,1,0.916666666666667,0.857142857142857,0.6875
1,1,0.9,1,0.857142857142857,0.9375
0.833333333333333,0.875,0.9,0.833333333333333,0.785714285714286,0.75
1,1,1,0.916666666666667,0.785714285714286,0.6875
1,1,1,0.916666666666667,0.928571428571429,0.8125
1,1,1,1,0.857142857142857,0.8125
1,0.875,0.9,0.916666666666667,0.785714285714286,0.75
1,1,0.8,0.916666666666667,0.714285714285714,0.75
1,1,0.8,0.916666666666667,0.714285714285714,0.8125
1,1,0.9,0.833333333333333,0.928571428571429,0.8125
1,1,1,0.916666666666667,0.714285714285714,0.75
0.833333333333333,1,0.8,0.75,0.857142857142857,0.75
1,0.75,0.9,0.833333333333333,0.785714285714286,0.75
0.833333333333333,1,0.7,0.833333333333333,0.785714285714286,0.8125
1,0.875,1,0.916666666666667,0.785714285714286,0.625
1,0.75,0.7,0.666666666666667,0.714285714285714,0.625
1,0.875,1,0.833333333333333,0.928571428571429,0.75
1,1,0.9,0.75,0.785714285714286,0.75
1,0.875,0.9,1,0.785714285714286,0.875
1,1,0.9,0.833333333333333,0.857142857142857,0.6875
1,0.875,0.8,0.916666666666667,0.714285714285714,0.625
1,1,1,1,0.928571428571429,0.8125
1,0.875,0.9,0.75,0.857142857142857,0.75
1,0.875,0.9,0.75,0.928571428571429,0.75
0.833333333333333,0.875,0.9,0.916666666666667,0.857142857142857,0.75
1,1,1,1,0.928571428571429,0.75
0.833333333333333,0.875,0.9,0.75,0.642857142857143,0.625
