"X600","X840","X1080","X1320","X1560","X1800"
0,0,0,0,0,0
NA,NA,NA,0.5,NA,0
NA,0,0,NA,0,0
NA,0,0,0,0,0
NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,0
1,NA,0.5,0,0,0
NA,NA,NA,0,0,0
0,0,0,NA,NA,0
NA,NA,NA,0,NA,0
