Term
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION
REACTOME_SARS_COV_2_INFECTION
REACTOME_LEISHMANIA_INFECTION
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL
REACTOME_SIGNALING_BY_NTRKS
KEGG_CELL_ADHESION_MOLECULES_CAMS
KEGG_CALCIUM_SIGNALING_PATHWAY
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES
REACTOME_DEVELOPMENTAL_BIOLOGY
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY
REACTOME_COLLAGEN_DEGRADATION
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION
REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL
KEGG_TYPE_I_DIABETES_MELLITUS
REACTOME_NGF_STIMULATED_TRANSCRIPTION
REACTOME_SARS_COV_INFECTIONS
REACTOME_PEPTIDE_HORMONE_METABOLISM
REACTOME_ADAPTIVE_IMMUNE_SYSTEM
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS
REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION
KEGG_GRAFT_VERSUS_HOST_DISEASE
KEGG_AUTOIMMUNE_THYROID_DISEASE
REACTOME_ESR_MEDIATED_SIGNALING
REACTOME_INTERFERON_SIGNALING
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION
REACTOME_INTERFERON_GAMMA_SIGNALING
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION
KEGG_ALLOGRAFT_REJECTION
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION
REACTOME_COLLAGEN_FORMATION
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION
REACTOME_TOLL_LIKE_RECEPTOR_CASCADES
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES
KEGG_STEROID_HORMONE_BIOSYNTHESIS
REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE
REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS
REACTOME_MITOTIC_PROMETAPHASE
REACTOME_VISUAL_PHOTOTRANSDUCTION
KEGG_ASTHMA
REACTOME_RHO_GTPASE_EFFECTORS
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES
REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION
REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3
REACTOME_MITOTIC_G2_G2_M_PHASES
REACTOME_RHO_GTPASES_ACTIVATE_FORMINS
REACTOME_COLLAGEN_CHAIN_TRIMERIZATION
KEGG_VIRAL_MYOCARDITIS
REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION
REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS
REACTOME_ECM_PROTEOGLYCANS
KEGG_ENDOCYTOSIS
REACTOME_CELL_CYCLE_CHECKPOINTS
REACTOME_M_PHASE
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT
REACTOME_SEPARATION_OF_SISTER_CHROMATIDS
REACTOME_METABOLISM_OF_LIPIDS
REACTOME_CELLULAR_RESPONSES_TO_STIMULI
REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT
REACTOME_SIGNALING_BY_WNT
KEGG_PATHWAYS_IN_CANCER
REACTOME_SIGNALING_BY_NOTCH
REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE
REACTOME_METABOLISM_OF_CARBOHYDRATES
REACTOME_NEUTROPHIL_DEGRANULATION
REACTOME_FATTY_ACID_METABOLISM
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION
REACTOME_COMPLEMENT_CASCADE
REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM
REACTOME_PI3K_AKT_SIGNALING_IN_CANCER
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
REACTOME_INFECTIOUS_DISEASE
REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS
KEGG_TIGHT_JUNCTION
REACTOME_LAMININ_INTERACTIONS
REACTOME_AMYLOID_FIBER_FORMATION
REACTOME_FOXO_MEDIATED_TRANSCRIPTION
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53
KEGG_BLADDER_CANCER
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS
REACTOME_CELL_JUNCTION_ORGANIZATION
REACTOME_SIGNALING_BY_INTERLEUKINS
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2
REACTOME_CELL_CELL_COMMUNICATION
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION
REACTOME_MEMBRANE_TRAFFICKING
REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS
REACTOME_L1CAM_INTERACTIONS
REACTOME_RHO_GTPASE_CYCLE
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX
REACTOME_NEURONAL_SYSTEM
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING
REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING
REACTOME_MET_PROMOTES_CELL_MOTILITY
REACTOME_MET_ACTIVATES_PTK2_SIGNALING
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION
KEGG_DILATED_CARDIOMYOPATHY
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM
REACTOME_BIOLOGICAL_OXIDATIONS
REACTOME_HEMOSTASIS
REACTOME_SIGNALING_BY_MET
REACTOME_TRANSPORT_OF_SMALL_MOLECULES
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION
REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION
